ar,kommun,ljusforhallande,manad,svarighetsgrad,vaderlek
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Mörker,3,Lindrig olycka,Snöfall
2009,Stockholm,Okänt,3,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Okänt
2009,Stockholm,Gryning/skymning,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,3,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,3,Svår olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Gryning/skymning,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,3,Lindrig olycka,Okänt
2009,Stockholm,Gryning/skymning,3,Dödsolycka,Uppehållsväder
2009,Stockholm,Mörker,3,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Svår olycka,Okänt
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Gryning/skymning,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Regn
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Gryning/skymning,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Mörker,4,Svår olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Mörker,4,Svår olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Mörker,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Svår olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Svår olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Svår olycka,Uppehållsväder
2009,Stockholm,Mörker,4,Lindrig olycka,Okänt
2009,Stockholm,Mörker,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Mörker,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Mörker,4,Svår olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Svår olycka,Uppehållsväder
2009,Stockholm,Mörker,4,Svår olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Svår olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Gryning/skymning,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Mörker,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Mörker,4,Svår olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Okänt,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Svår olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Svår olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Svår olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Mörker,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Svår olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Mörker,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Mörker,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Mörker,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Okänt,4,Lindrig olycka,Okänt
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2009,Stockholm,Dagsljus,4,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Okänt,5,Lindrig olycka,Okänt
2010,Stockholm,Dagsljus,5,Dödsolycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Okänt,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Svår olycka,Regn
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2010,Stockholm,Okänt,5,Lindrig olycka,Okänt
2010,Stockholm,Okänt,5,Svår olycka,Okänt
2010,Stockholm,Okänt,5,Svår olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,5,Lindrig olycka,Regn
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Okänt,5,Svår olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Regn
2012,Stockholm,Dagsljus,5,Lindrig olycka,Regn
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Regn
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Mörker,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Regn
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Mörker,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Okänt
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Svår olycka,Okänt
2012,Stockholm,Mörker,5,Lindrig olycka,Regn
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Okänt
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Svår olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Mörker,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Mörker,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Gryning/skymning,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Mörker,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,5,Lindrig olycka,Regn
2012,Stockholm,Okänt,5,Svår olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,5,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Regn
2012,Stockholm,Dagsljus,6,Lindrig olycka,Regn
2012,Stockholm,Dagsljus,6,Lindrig olycka,Regn
2012,Stockholm,Dagsljus,6,Lindrig olycka,Regn
2012,Stockholm,Okänt,6,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,6,Lindrig olycka,Regn
2012,Stockholm,Gryning/skymning,6,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Svår olycka,Regn
2012,Stockholm,Gryning/skymning,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,6,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,6,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Mörker,6,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Mörker,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Gryning/skymning,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Okänt,6,Lindrig olycka,Okänt
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Mörker,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Mörker,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2012,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Regn
2010,Stockholm,Dagsljus,7,Svår olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Svår olycka,Uppehållsväder
2010,Stockholm,Okänt,7,Svår olycka,Okänt
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Okänt,7,Svår olycka,Okänt
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Svår olycka,Uppehållsväder
2010,Stockholm,Okänt,7,Lindrig olycka,Okänt
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Mörker,7,Lindrig olycka,Regn
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Mörker,7,Svår olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Svår olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Svår olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Svår olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Okänt,7,Lindrig olycka,Okänt
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Mörker,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
2010,Stockholm,Dagsljus,7,Lindrig olycka,Uppehållsväder
