ar,kommun,ljusforhallande,manad,svarighetsgrad,vaderlek
2003,Stockholm,Dagsljus,9,Svår olycka,Regn
2003,Stockholm,Gryning/skymning,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Svår olycka,Regn
2003,Stockholm,Dagsljus,9,Svår olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Svår olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Svår olycka,Uppehållsväder
2003,Stockholm,Mörker,9,Lindrig olycka,Regn
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Svår olycka,Uppehållsväder
2003,Stockholm,Mörker,9,Svår olycka,Uppehållsväder
2003,Stockholm,Okänt,9,Svår olycka,Okänt
2003,Stockholm,Mörker,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Okänt,9,Lindrig olycka,Okänt
2003,Stockholm,Okänt,9,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Okänt,9,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Okänt,9,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Mörker,9,Lindrig olycka,Regn
2003,Stockholm,Dagsljus,9,Svår olycka,Regn
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Mörker,9,Svår olycka,Regn
2003,Stockholm,Gryning/skymning,9,Lindrig olycka,Regn
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Gryning/skymning,9,Svår olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Lindrig olycka,Okänt
2003,Stockholm,Okänt,9,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Mörker,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,9,Svår olycka,Uppehållsväder
2003,Stockholm,Mörker,9,Lindrig olycka,Regn
2003,Stockholm,Okänt,9,Lindrig olycka,Okänt
2003,Stockholm,Mörker,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Okänt,9,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,9,Lindrig olycka,Uppehållsväder
2003,Stockholm,Okänt,9,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,9,Svår olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Dödsolycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Regn
2003,Stockholm,Dagsljus,10,Lindrig olycka,Regn
2003,Stockholm,Dagsljus,10,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,10,Lindrig olycka,Regn
2003,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Regn
2003,Stockholm,Mörker,10,Lindrig olycka,Regn
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Gryning/skymning,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2003,Stockholm,Okänt,10,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Okänt,10,Lindrig olycka,Okänt
2003,Stockholm,Mörker,10,Lindrig olycka,Dis/dimma
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Okänt,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Regn
2003,Stockholm,Gryning/skymning,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Mörker,10,Svår olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2003,Stockholm,Gryning/skymning,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Svår olycka,Regn
2003,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2003,Stockholm,Mörker,10,Svår olycka,Regn
2003,Stockholm,Dagsljus,10,Lindrig olycka,Regn
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2003,Stockholm,Okänt,10,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Mörker,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Mörker,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2003,Stockholm,Mörker,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Okänt,10,Lindrig olycka,Okänt
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2003,Stockholm,Okänt,10,Svår olycka,Uppehållsväder
2003,Stockholm,Gryning/skymning,10,Lindrig olycka,Dis/dimma
2003,Stockholm,Mörker,10,Lindrig olycka,Okänt
2003,Stockholm,Okänt,10,Lindrig olycka,Okänt
2004,Stockholm,Mörker,10,Svår olycka,Uppehållsväder
2004,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,10,Lindrig olycka,Regn
2004,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2004,Stockholm,Okänt,10,Svår olycka,Uppehållsväder
2004,Stockholm,Mörker,10,Lindrig olycka,Uppehållsväder
2004,Stockholm,Okänt,10,Lindrig olycka,Okänt
2004,Stockholm,Dagsljus,10,Svår olycka,Uppehållsväder
2004,Stockholm,Dagsljus,10,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,10,Lindrig olycka,Okänt
2004,Stockholm,Gryning/skymning,10,Svår olycka,Regn
2004,Stockholm,Dagsljus,10,Lindrig olycka,Okänt
2004,Stockholm,Mörker,10,Lindrig olycka,Regn
2004,Stockholm,Mörker,10,Lindrig olycka,Regn
2004,Stockholm,Gryning/skymning,10,Lindrig olycka,Regn
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Regn
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Okänt,12,Lindrig olycka,Okänt
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Svår olycka,Dis/dimma
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Svår olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Okänd svårhetsgrad,Snöfall
2004,Stockholm,Mörker,12,Lindrig olycka,Snöblandat regn
2004,Stockholm,Gryning/skymning,12,Svår olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Regn
2004,Stockholm,Gryning/skymning,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Svår olycka,Snöblandat regn
2004,Stockholm,Mörker,12,Svår olycka,Regn
2004,Stockholm,Mörker,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Okänt,12,Lindrig olycka,Okänt
2004,Stockholm,Mörker,12,Lindrig olycka,Regn
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Okänt,12,Lindrig olycka,Okänt
2004,Stockholm,Mörker,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Snöfall
2004,Stockholm,Mörker,12,Lindrig olycka,Snöblandat regn
2004,Stockholm,Mörker,12,Lindrig olycka,Snöblandat regn
2004,Stockholm,Mörker,12,Lindrig olycka,Snöblandat regn
2004,Stockholm,Mörker,12,Lindrig olycka,Dis/dimma
2004,Stockholm,Mörker,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Okänt,12,Lindrig olycka,Okänt
2004,Stockholm,Mörker,12,Lindrig olycka,Snöblandat regn
2004,Stockholm,Mörker,12,Svår olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,12,Lindrig olycka,Snöblandat regn
2004,Stockholm,Mörker,12,Lindrig olycka,Regn
2004,Stockholm,Dagsljus,12,Lindrig olycka,Okänt
2004,Stockholm,Okänt,12,Lindrig olycka,Okänt
2004,Stockholm,Mörker,12,Lindrig olycka,Okänt
2004,Stockholm,Mörker,12,Svår olycka,Regn
2004,Stockholm,Mörker,12,Lindrig olycka,Regn
2004,Stockholm,Mörker,12,Svår olycka,Uppehållsväder
2004,Stockholm,Okänt,12,Lindrig olycka,Okänt
2004,Stockholm,Okänt,12,Lindrig olycka,Okänt
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Lindrig olycka,Regn
2004,Stockholm,Dagsljus,12,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,12,Dödsolycka,Uppehållsväder
2004,Stockholm,Mörker,12,Dödsolycka,Uppehållsväder
2005,Stockholm,Mörker,1,Dödsolycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Regn
2005,Stockholm,Mörker,1,Lindrig olycka,Dis/dimma
2005,Stockholm,Gryning/skymning,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Svår olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Svår olycka,Uppehållsväder
2005,Stockholm,Okänt,1,Lindrig olycka,Okänt
2005,Stockholm,Mörker,1,Lindrig olycka,Regn
2005,Stockholm,Gryning/skymning,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Okänt,1,Svår olycka,Okänt
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Svår olycka,Uppehållsväder
2005,Stockholm,Okänt,1,Lindrig olycka,Okänt
2005,Stockholm,Dagsljus,1,Lindrig olycka,Okänt
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Regn
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Svår olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Regn
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Gryning/skymning,1,Lindrig olycka,Regn
2005,Stockholm,Dagsljus,1,Lindrig olycka,Regn
2005,Stockholm,Mörker,1,Lindrig olycka,Regn
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Okänt,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Gryning/skymning,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Svår olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Regn
2005,Stockholm,Mörker,1,Svår olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Snöblandat regn
2005,Stockholm,Dagsljus,1,Lindrig olycka,Snöfall
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Okänt,1,Lindrig olycka,Okänt
2005,Stockholm,Gryning/skymning,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Snöfall
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Okänt,1,Lindrig olycka,Okänt
2005,Stockholm,Gryning/skymning,1,Lindrig olycka,Regn
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Okänt,1,Lindrig olycka,Okänt
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Svår olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Gryning/skymning,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Okänt,1,Lindrig olycka,Okänt
2005,Stockholm,Mörker,1,Svår olycka,Uppehållsväder
2005,Stockholm,Gryning/skymning,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,1,Svår olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,1,Svår olycka,Dis/dimma
2005,Stockholm,Mörker,1,Lindrig olycka,Okänt
2005,Stockholm,Okänt,1,Lindrig olycka,Okänt
2005,Stockholm,Mörker,1,Lindrig olycka,Uppehållsväder
2005,Stockholm,Okänt,1,Svår olycka,Okänt
2005,Stockholm,Mörker,1,Lindrig olycka,Okänt
2005,Stockholm,Okänt,1,Lindrig olycka,Okänt
2005,Stockholm,Okänt,1,Lindrig olycka,Okänt
2005,Stockholm,Mörker,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Okänt,2,Lindrig olycka,Okänt
2005,Stockholm,Okänt,2,Lindrig olycka,Okänt
2005,Stockholm,Dagsljus,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Gryning/skymning,2,Svår olycka,Snöfall
2005,Stockholm,Dagsljus,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Svår olycka,Uppehållsväder
2005,Stockholm,Dagsljus,2,Svår olycka,Uppehållsväder
2005,Stockholm,Dagsljus,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Svår olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Gryning/skymning,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Svår olycka,Uppehållsväder
2005,Stockholm,Dagsljus,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Dagsljus,2,Lindrig olycka,Uppehållsväder
2005,Stockholm,Mörker,2,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,5,Lindrig olycka,Regn
2006,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,5,Lindrig olycka,Regn
2006,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,5,Lindrig olycka,Okänt
2006,Stockholm,Okänt,5,Lindrig olycka,Okänt
2006,Stockholm,Dagsljus,5,Svår olycka,Okänt
2006,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2006,Stockholm,Okänt,5,Lindrig olycka,Okänt
2006,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,5,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,5,Svår olycka,Okänt
2006,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Mörker,6,Svår olycka,Uppehållsväder
2006,Stockholm,Gryning/skymning,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Gryning/skymning,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Okänt
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Mörker,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Gryning/skymning,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Mörker,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Mörker,6,Svår olycka,Regn
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Mörker,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Mörker,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Mörker,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Regn
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Gryning/skymning,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Svår olycka,Okänt
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Gryning/skymning,6,Svår olycka,Regn
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Svår olycka,Uppehållsväder
2006,Stockholm,Okänt,6,Lindrig olycka,Okänt
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2006,Stockholm,Dagsljus,6,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Gryning/skymning,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2004,Stockholm,Mörker,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,5,Lindrig olycka,Regn
2004,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Mörker,5,Svår olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Svår olycka,Uppehållsväder
2004,Stockholm,Dagsljus,5,Lindrig olycka,Uppehållsväder
